title,body,links,label
CSE 500/490B -- Links to Other Resources,"Internet Cafes: The Speakeasy Cafe Cyberia Cafe cafe internet The following links are courtesy of Craig Horman: An interview with Roseanne Stone Chesher's essay on immersive technologies (a discussion of the normalizing narratives of technology with regard to VR) Jeff Cass's Cyberspace, Capitalism, and Encoded Criminality: The Iconography of Theme Park (in the on-line journal Postmodern Culture ) Mechanical Planet: Genealogies of Virtual Culture an online workshop at the University of Virginia Politics and the Web UW Columbia Basin Research Pages (see the online models in particular) Privacy Electronic Privacy Information Center (see EPIC Online Guide to Privacy Resources for links to other online information) See the ""Privacy"" section of The Network Observer for some interesting links.","['http://www.aclu.org', 'http://www.scn.org/scripts/menus/sigs/aclu/Aclu.menu', 'http://www.cdt.org']",other
 A Brief Biography ,"Date: Tue, 05 Nov 1996 00:20:20 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Mon, 30 Sep 1996 01:31:40 GMT Content-length: 1638 A Brief Biography Name : David Burnett Eggleston Date of Birth : 12/06/67 Nom de Net : fleshhead Academic Status : PhD Wannabe Field of Study : Computer Science B.S.","['http://www.vt.edu/index.html', 'http://www.cs.wisc.edu/~burnett/hobbies.html#books', 'news:alt.horror']",other
Contact Improvisation,call 030/7865861 for info.,"['#photos', '#cq', 'mailto:jdavis@parc.xerox.com']",other
Using Vista,There are a few basic operations to learn right away: Display an image Examples may be found in /p/vision/ip-tools/vista/src/data .,[],other
 CS 536 Programming Assignments and Homeworks  ,"Date: Tue, 05 Nov 1996 00:31:39 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Fri, 01 Nov 1996 19:02:47 GMT Content-length: 1500 CS 536 Programming Assignments and Homeworks CS 536 Programming Assignments and Homeworks Programming assignments Program 1 - Symbol Table Program 2 - Scanner Program 3 - Parser Program 4, Part 1 - Symbol Handler Homework assignments Homework 1 Homework 2 Assignment grading guides Program 1 Grading Program 2 Grading Homework 1 Grading Homework 2 Grading Homework Solutions Homework 1 Answers Homework 2 Answers Practice Questions (and their answers) FSMs and Regular Expressions (questions) FSMs and Regular Expressions (answers) Context-Free Grammars (questions) Context-Free Grammars (answers)","['http://www.cs.wisc.edu/~cs536-1/programs/p1.ps', 'http://www.cs.wisc.edu/~cs536-1/programs/p2.ps', 'http://www.cs.wisc.edu/~cs536-1/programs/p3.ps']",other
ORWELL: Removal of Tracked Objects in Digital Video,"If we assume a single moving object in the sequence, then it is possible to use one frame which has the object removed and the background reconstructed as the background for the entire sequence.","['http://www.cs.cornell.edu/Info/People/ahong/home.html', 'http://www.cs.cornell.edu/Info/People/hejik/hejik.html', 'http://www.cs.cornell.edu/Info/People/lhwang/lhwang.html']",other
"HANNAH'S  TOTALLY COOL WEB PAGE
","Okay, so maybe this page isn't so totally cool, but, HEY!","['http://www.mtv.com', 'http://www.romeoandjuliet.com/', 'http://www.disney.com']",other
Fun Stuff Page,"Date: Wed, 15 Jan 1997 01:26:35 GMT Server: NCSA/1.5.2 Last-modified: Thu, 28 Dec 1995 20:17:18 GMT Content-type: text/html Content-length: 1370 Fun Stuff Page Fun Stuff to get a quote from: bible barry blond clinton jeff.deifik dan.quayle depeche dict doctorwho excuses handey insults light machine mom oxymorons pickup pratchett quotes redneck simpsons startrek sttng urine werdna words wright zippy My collection of Jokes Index of Jokes India Humor Page Back","['http://athos.rutgers.edu/~patra/JOKES/', 'http://www.best.com/~imagine/jokes/group.html', 'http://plato.digiweb.com/~betul/']",other
Picture of Koichi Kamijo-1,"MIME-Version: 1.0 Server: CERN/3.0 Date: Sunday, 01-Dec-96 19:08:49 GMT Content-Type: text/html Content-Length: 120 Last-Modified: Sunday, 24-Mar-96 03:20:11 GMT Picture of Koichi Kamijo-1",['kamijobig2.html'],other
Seattle City Forecast,"Server: Netscape-Communications/1.1 Date: Tuesday, 10-Dec-96 20:42:12 GMT Content-type: text/html Seattle City Forecast FQUS1 KSEA 101811 LFPSEA WAZ006-007-004-008-010-102330- SEATTLE METROPOLITAN AREA-TACOMA AREA-EVERETT AND VICINITY- HOOD CANAL/KITSAP PENINSULA-CENTRAL CASCADE FOOTHILLS- NATIONAL WEATHER SERVICE SEATTLE WA 1030 AM PST TUE DEC 10 1996 THIS AFTERNOON...SHOWERS AND BREEZY.",[],other
Hardware Verification,"MIME-Version: 1.0 Server: CERN/3.0 Date: Monday, 06-Jan-97 21:32:18 GMT Content-Type: text/html Content-Length: 3221 Last-Modified: Friday, 13-Oct-95 19:41:26 GMT Hardware Verification Hardware Verification Course presentation: slides 1-4 slides 5-8 slides 9-12 slides 13-16 slides 16-20 slides 21-24 slides 25-28 slides 29-32 slides 33-36 slides 37-39 Conference cousre reports (instructed by Prof. Emerson ) Report one Report two Report three Report four Hardware verification links Hardware verification at the Techincal University of Denmark A bunch of hardware/software codesign papers at UC Berkeley More hardware verification papers from Stanford university Here is a computer system verification course provided by Brigham Young University, they also prepared a long reading list for graduate students A hardware verification homepage from NASA Langley Shaobing Ma Ph.D Student in CS , UT Austin Phone: (512)482-9343 Email: shma@cs.utexas.edu","['http://www.cs.utexas.edu/users/shma/emerson/pre/inc4001.gif', 'http://www.cs.utexas.edu/users/shma/emerson/pre/inc4002.gif', 'http://www.cs.utexas.edu/users/shma/emerson/pre/inc4003.gif']",other
No title,"I am a newcomer to information access, but I have experience in reinforcement learning, and one of the main lessons of reinforcement learning is that it is really important to understand the true nature of the learning problem you want to solve.","['http://envy.cs.umass.edu/People/sutton/sutton.html', 'http://www.aaai.org/Symposia/symposia.html', 'http://www.parc.xerox.com/istl/projects/mlia/mlia.html']",other
No title,"Date: Wednesday, 15-Jan-97 01:21:27 GMT Server: NCSA/1.3 MIME-version: 1.0 Content-type: text/html Computer Departments Specialized Parallel Architectures Research Group Univ Wisconsin CS Home Page WARTS Condor SPARC Related Brief SPARC I/II timing numbers ROSS Technology home page Spa - SPARC Performance Analyzer IBM Power Related PowerPC Visual Simulator (PVS) X86 Related Augmint: x86 Multiprocessor Simulator under Linux Computer Security Links Henry's Security Page Security and Encryption General Computer Related General Processor: CPU Info Center, *Good Stuff* UMass Computer Vision Research Group UMass Computer Networks Research Group Computer Science Technical Reports Archive Sites IEEE Computer Society Guy with good pointers: Home page for Rod Howell WWW Computer Architecture Home Page IEEE Home Page CS TR Library CS Research Resources Real-Time Repository: The IEEE-CS TC-RTS Home Page Real-Time: ACM SIGPLAN Workshop on ... Real-Time Systems The World-Wide Web Virtual Library: Engineering ChangYun Park","['http://spa-www.cs.umass.edu/', 'http://www.cs.wisc.edu/', 'http://www.cs.wisc.edu/~larus/warts.html']",other
No title,"MIME-Version: 1.0 Server: CERN/3.0 Date: Tuesday, 14-Jan-97 23:06:01 GMT Content-Type: text/html Content-Length: 324 Last-Modified: Tuesday, 03-Dec-96 18:47:24 GMT Course Notes info.net introduction lecture (postscript) RSA lecture (html) notes for homework 6 (html) From CS 141 .","['http://www.cs.caltech.edu/~cs141/notes/Info_NetI.ps', 'http://www.cs.caltech.edu/~cs141/notes/rsa.html', 'http://www.cs.caltech.edu/~cs141/notes/hw6_notes.html']",other
"
Papers (Ajita John)
","Workshop on Languages and Compilers for Parallel Computers , August, 1996, LNCS, Springer-Verlag, To Appear.","['/users/ajohn/hipc.ps.Z', '/users/ajohn/PDPTA96.ps.Z', '/users/ajohn/LCPC96.ps.Z']",other
Index of /~wkahan/daydate/,"Date: Tue, 14 Jan 1997 23:39:14 GMT Server: NCSA/1.4 Content-type: text/html Index of /~wkahan/daydate/ Index of /~wkahan/daydate/ Name                   Last modified     Size  Description Parent Directory 17-Sep-96 06:58      - abstract 17-Sep-96 06:58     1K daydate.doc 17-Sep-96 06:58     9K etime.m 17-Sep-96 06:58     1K j2ymd.m 17-Sep-96 06:58     1K ymd2j.m 17-Sep-96 06:58     2K","['http://HTTP.CS.Berkeley.EDU/~wkahan/', 'http://HTTP.CS.Berkeley.EDU/~wkahan/daydate/abstract', 'http://HTTP.CS.Berkeley.EDU/~wkahan/daydate/daydate.doc']",other
 Ed's very mini-biography,There's used to be picture of me hidden inside some links from my Yale home page.,"['http://www.cs.washington.edu/homes/edhong/random0.txt', 'http://www.cs.washington.edu/homes/edhong/random1.txt', 'http://www.cs.washington.edu/homes/edhong/random3.txt']",other
Back-links for The PRISM Group at Maryland,Content-Length: 17296 Content-Type: text/html Options Comments System Administration Back-links for The PRISM Group at Maryland Back-links for The PRISM Group at Maryland Research Project Profiles at UMCP Computer Science Our (WISDOM) WWW server WISWWW More DBMS Research CNACS: Research InfoSeek Guide: Search Results qt = Prism col = WW guide-p.infoseek.com/WW/NS/frames/BTitles qt = %22group logic%22 col = WW st = 0 guide-p.infoseek.com/WW/NS/frames/BTitles qt = prism col = WW st = 10 InfoSeek Guide: Search Results qt = %22PRISM%22 col = WW More Winners!,"['http://karna.cs.umd.edu:3264/try/option_form.html', 'http://karna.cs.umd.edu:3264/try/comment_form.html', 'http://karna.cs.umd.edu:3264/SYSTEM']",other
301 Moved Permanently,"WWW Alert:  Redirection response from server is not handled by this client Date: Sun, 31 Aug 1997 00:36:17 GMT Server: Apache/1.2.1 Ben-SSL/1.8 Location: http://www.utexas.edu/cons/nsplace/ Connection: close Content-Type: text/html 301 Moved Permanently Moved Permanently The document has moved here .",['http://www.utexas.edu/cons/nsplace/'],other
My picture,"Date: Tue, 10 Dec 1996 21:22:37 GMT Server: NCSA/1.4.2 Content-type: text/html Last-modified: Mon, 18 Nov 1996 22:21:14 GMT Content-length: 447 My picture This is a picture of me skiing on the Garibaldi Neve traverse in February, 1995.","['http://www.cs.washington.edu/homes/brendan/gallery1/g.html', 'http://www.cs.washington.edu/homes/brendan/gallery2/g.html']",other
CSE567 - Working in Groups,You should spend some time at first deciding how you are going to work together and what role each person is going to have.,[],other
CS415 - Computer Information 1,Please be careful when responding to messages from the alias that you do not respond to the whole class if you don't want to.,[],other
Using UNIX,You can re-run a command starting with a particular substring using !,[],other
" Just the FAQs, ... ","Date: Tue, 10 Dec 1996 22:42:27 GMT Server: NCSA/1.4.2 Content-type: text/html Last-modified: Thu, 15 Sep 1994 20:46:04 GMT Content-length: 266 Just the FAQs, ... ``Pardo'' is Portugese for ``Brown''.",['./home.html'],other
The AutoCounter,"Date: Mon, 06 Jan 1997 21:45:12 GMT Server: NCSA/1.4.1 Content-type: text/html The AutoCounter This is a neat little url that you can include in your HTML pages to generate a spiffy little 'hit-count' odometer.","['http://rhine.ece.utexas.edu/~stephenc/disclaimer.html', 'http://rhine.ece.utexas.edu/~stephenc/autocounter.html', 'mailto:stephenc@mail.utexas.edu']",other
"
        Jeffrey D Horn: Employment
    ","Center for Parallel Optimization Madison, Wisconsin Research Assistant Conducting basic research  into several ways in which structure can be exploited to make solutions of mathematical programs more efficient.","['http://www.mycogen.com', 'http://www.mycogen.com', 'MAILTO:horn@mycogen.com']",other
William Chan,Proceedings of the Fourth ACM Symposium on the Foundation of Software Engineering,"['http://www.cs.washington.edu/homes/wchan/', 'http://www.cs.washington.edu/', 'http://www.washington.edu/']",other
Lecture Clarifications,"Date: Tue, 05 Nov 1996 00:31:44 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Tue, 29 Oct 1996 13:31:01 GMT Content-length: 1083 Lecture Clarifications Lecture Clarifications Fall 1996 Right now we are running approximately 3 lectures behind the posted schedule, which means the midterm is likely to be approximately 1 week later than the posted tentative date.","['http://www.cs.wisc.edu/~cs520-1/clarifications/dfa2regexp.html', 'http://www.cs.wisc.edu/~cs520-1/clarifications/pda2cfg.html', 'http://www.cs.wisc.edu/~cs520-1/clarifications/postm.html']",other
"
UCSD CSE Department Academic Personnel
","Michelangelo Grigni, Ph.D Gregory R. Hidley, Ph.D. David J. Hutches, Ph.D. Susan S. Marx, M.S.","['http://desargues/personal/dwa.html', 'http://www-cse.ucsd.edu/users/berman', 'http://www-cse.ucsd.edu/users/burkhard']",other
 Classes ,"Date: Tue, 10 Dec 1996 22:41:37 GMT Server: NCSA/1.4.2 Content-type: text/html Last-modified: Tue, 25 Apr 1995 22:31:44 GMT Content-length: 499 Classes Classes 590G (architecture lunch) 1995/04/25 Trends and Speculation 590K (compilers) 590S (systems) pardo@cs.washington.edu","['http://www.cs.washington.edu/homes/pardo/classes.d/590g.001.html', 'http://www.cs.washington.edu:80/homes/jdean/cs590k/index.html', 'http://www.cs.washington.edu/education/courses/590s/']",other
Search Engines,"Date: Tue, 10 Dec 1996 22:12:20 GMT Server: NCSA/1.4.2 Content-type: text/html Last-modified: Sat, 09 Mar 1996 06:48:55 GMT Content-length: 3350 Search Engines Search the Web Usenet and Display the Results in Standard Form in Compact Form in Detailed Form All in one Infoseek Web Crawler Yahoo Telstra Lycos WWWWORM Whole Pronet Metasearch Starting Point Opentext Galaxy What's New Too?","['http://www.cs.washington.edu/cgi-bin/imagemap/maps/search.gif.map', 'http://guaraldi.cs.colostate.edu:2000/form', 'http://www2.infoseek.com/query']",other
" Mathematical Programming at the University of Wisconsin -
Madison ","Major divisions of the field include: linear and nonlinear programming, integer programming, complementarity problems and  variational inequalities.","['http://www.cs.wisc.edu/', '#faculty', '#grads']",other
Index of /~cao/traces/,kernel I/O events: MYTRACE_RWEND: the kernel finished the processing of a ``read'' or ``write'' system call; (so the time between the ``read'' or ``write'' system call and the MYTRACE_RWEND event is the time it took the kernel to process this call.),"['http://www.cs.wisc.edu/~cao/', 'http://www.cs.wisc.edu/~cao/traces/iotrace.h', 'http://www.cs.wisc.edu/~cao/traces/readrec.c']",other
"Concepts in Programming Languages. Chapter 6
",The current top-of-stack pointer is copied to the top of the stack.,['http://cs-www.bu.edu/faculty/mcchen/main_menu.html'],other
"Posting of interesting stuff, Autumn 1996","Date: Mon, 02 Dec 1996 14:49:04 GMT Server: NCSA/1.4.2 Content-type: text/html Posting of interesting stuff, Autumn 1996 Lecture Overheads Autumn 1996 Internet background -  Monday, September 30.","['http://www.cs.washington.edu/education/courses/461/issues/internet_background.html', 'http://www.cs.washington.edu/education/courses/461/issues/handshake.html', 'http://www.cs.washington.edu/education/courses/461/issues/dialog.\nhtml']",other
CS235 Calendar,Week 9   (Mar 3 - 7) AVL Trees CS235 Binary_Tree Class Priority Queues and Partially Ordered Trees     AU Sec 5.9 Heap Sort                                       AU Sec 5.10,[],other
Index of /~mbirk/cs302/examples/Complex/,"Date: Mon, 11 Nov 1996 17:00:03 GMT Server: NCSA/1.5 Content-type: text/html Index of /~mbirk/cs302/examples/Complex/ Index of /~mbirk/cs302/examples/Complex/ Name                   Last modified     Size  Description Parent Directory 31-Oct-96 08:20      - complex.cpp 01-Oct-96 15:08     2K complex.h 01-Oct-96 15:08     1K test_cpx.cpp 01-Oct-96 15:08     1K","['/~mbirk/cs302/examples/', 'complex.cpp', 'complex.h']",other
